	gc	code	CV	creation_dt	irrig_type	is_Perenial	irrigated
756	0	1403	0.02166	1	43	1	2
757	0	1205	0.01451	60	23	0	2
758	0	720	0.0111	60	23	0	2
759	314681	5	0	0	0	0	0
760	0	218	0.443	265	0	0	0
761	0	1208	0.038	60	0	0	0
762	0	1401	0.02746	1	43	1	1
763	0	1206	0.02808	60	0	0	0
764	0	1403	0.01538	1	43	1	1
765	314682	10	0	0	0	0	0
766	0	218	0.181	265	0	0	0
767	0	701	0.01124	60	23	0	1
768	0	1827	0.01445	60	23	0	1
769	0	1208	0.10335	60	0	0	0
770	0	1401	0.04523	1	43	1	1
771	0	1814	0.01763	60	23	0	1
772	0	1206	0.08912	60	0	0	0
773	0	210	0.026	60	0	0	0
774	0	2002	0.1125	1	61	1	1
775	0	1802	0.02738	60	73	0	1
776	314683	12	0	0	0	0	0
777	0	218	0.057	265	23	0	1
778	0	701	0.06135	60	23	0	1
779	0	1827	0.05277	60	23	0	1
780	0	204	0.0326	60	23	0	1
781	0	1208	0.01675	60	37	0	1
782	0	1401	0.09652	1	61	1	1
783	0	722	0.02621	60	23	0	1
784	0	1814	0.01213	60	23	0	1
785	0	1206	0.12364	60	23	0	1
786	0	1207	0.03529	60	37	0	1
787	0	210	0.012	60	23	0	1
788	0	2002	0.0376	1	61	1	1
789	314684	4	0	0	0	0	0
790	0	701	0.0125	60	23	0	2
791	0	1401	0.03328	1	43	1	2
792	0	1206	0.06608	60	23	0	2
793	0	1403	0.02243	1	43	1	2
794	315603	8	0	0	0	0	0
795	0	218	0.013	265	23	0	1
796	0	701	0.03343	60	43	0	1
797	0	1401	0.12568	1	43	1	1
798	0	1206	0.47101	60	23	0	1
799	0	2002	0.21627	1	61	1	1
800	0	901	0.09057	60	61	0	1
801	0	2001	0.27624	60	43	0	1
802	0	107	0.02008	60	61	0	1
803	315604	9	0	0	0	0	0
804	0	701	0.01017	60	43	0	2
805	0	1208	0.0266	60	37	0	2
